Status,Condition,District,Area,Rooms,Bathrooms,Balcony+,Heating,Conditioner,Parking,Lift,PerSq
ძველი აშენებული,ახალი გარემონტებული,საბურთალო,175,5,1,0,0,0,1,1,857
ძველი აშენებული,ახალი გარემონტებული,საბურთალო,90,3,1,0,1,1,1,2,833
ძველი აშენებული,ახალი გარემონტებული,საბურთალო,120,4,1,8,1,1,1,1,833
ძველი აშენებული,ახალი გარემონტებული,საბურთალო,120,3,2,4,1,1,1,1,833
ძველი აშენებული,ახალი გარემონტებული,საბურთალო,60,2,2,3,1,1,0,0,827
ძველი აშენებული,ახალი გარემონტებული,საბურთალო,65,2,1,0,1,0,1,1,823
ძველი აშენებული,ახალი გარემონტებული,საბურთალო,74,3,1,10,0,0,0,0,811
ძველი აშენებული,ახალი გარემონტებული,საბურთალო,93,3,1,24,1,0,1,1,804
ძველი აშენებული,ახალი გარემონტებული,საბურთალო,145,4,2,28,1,0,0,1,793
ძველი აშენებული,ახალი გარემონტებული,საბურთალო,100,3,1,5,1,1,1,1,780
ძველი აშენებული,ახალი გარემონტებული,საბურთალო,90,3,1,10,1,1,1,2,780
ძველი აშენებული,ახალი გარემონტებული,საბურთალო,58,1,1,20,1,0,0,1,776
ძველი აშენებული,ახალი გარემონტებული,საბურთალო,51,3,1,0,1,1,1,0,743
ძველი აშენებული,ახალი გარემონტებული,საბურთალო,80,3,1,0,1,1,1,0,700
ძველი აშენებული,ახალი გარემონტებული,საბურთალო,49,2,2,0,1,0,1,1,684
ძველი აშენებული,ახალი გარემონტებული,საბურთალო,250,10,3,38,1,1,1,0,640
ძველი აშენებული,ახალი გარემონტებული,საბურთალო,129,4,1,0,1,0,1,0,504
ახალი აშენებული,ახალი გარემონტებული,საბურთალო,60,3,1,3,1,1,0,2,1450
ახალი აშენებული,ახალი გარემონტებული,საბურთალო,80,3,1,4,1,1,0,2,1438
ახალი აშენებული,ახალი გარემონტებული,საბურთალო,65,2,1,5,1,0,0,1,1385
ახალი აშენებული,ახალი გარემონტებული,საბურთალო,180,4,1,24,1,1,1,2,1379
ახალი აშენებული,ახალი გარემონტებული,საბურთალო,50,2,1,0,1,0,1,1,1360
ახალი აშენებული,ახალი გარემონტებული,საბურთალო,78,2,1,11,1,1,1,1,1346
ახალი აშენებული,ახალი გარემონტებული,საბურთალო,47,2,2,0,1,0,0,0,1340
ახალი აშენებული,ახალი გარემონტებული,საბურთალო,47,2,2,0,1,0,0,0,1340
ახალი აშენებული,ახალი გარემონტებული,საბურთალო,50,3,1,4,1,0,0,1,1340
ახალი აშენებული,ახალი გარემონტებული,საბურთალო,72,3,1,12,1,1,0,1,1319
ახალი აშენებული,ახალი გარემონტებული,საბურთალო,59,2,1,5,1,1,0,1,1305
ახალი აშენებული,ახალი გარემონტებული,საბურთალო,131,4,3,13,1,0,0,2,1294
ახალი აშენებული,ახალი გარემონტებული,საბურთალო,50,2,1,7,1,1,0,0,1284
ახალი აშენებული,ახალი გარემონტებული,საბურთალო,164,5,3,0,1,1,0,2,1280
ახალი აშენებული,ახალი გარემონტებული,საბურთალო,90,3,2,60,1,1,0,1,1278
ახალი აშენებული,ახალი გარემონტებული,საბურთალო,98,3,1,8,1,1,1,2,1276
ახალი აშენებული,ახალი გარემონტებული,საბურთალო,70,2,1,0,1,0,0,2,1260
ახალი აშენებული,ახალი გარემონტებული,საბურთალო,55,2,1,0,0,0,0,0,1255
ახალი აშენებული,ახალი გარემონტებული,საბურთალო,88,3,2,4,1,1,0,0,1250
ახალი აშენებული,ახალი გარემონტებული,საბურთალო,118,4,2,18,1,0,1,1,1230
ახალი აშენებული,ახალი გარემონტებული,საბურთალო,135,4,2,18,1,0,1,1,1220
ახალი აშენებული,ახალი გარემონტებული,საბურთალო,124,4,2,9,1,0,0,2,1218
ახალი აშენებული,ახალი გარემონტებული,საბურთალო,140,4,2,10,1,1,1,2,1214
ახალი აშენებული,ახალი გარემონტებული,საბურთალო,58,2,1,0,1,0,0,1,1207
ახალი აშენებული,ახალი გარემონტებული,საბურთალო,100,3,2,0,1,1,0,2,1203
ახალი აშენებული,ახალი გარემონტებული,საბურთალო,50,2,1,0,1,0,0,1,1200
ახალი აშენებული,ახალი გარემონტებული,საბურთალო,200,5,2,0,1,1,1,1,1200
ახალი აშენებული,ახალი გარემონტებული,საბურთალო,80,3,1,3,1,0,0,2,1199
ახალი აშენებული,ახალი გარემონტებული,საბურთალო,46,2,1,5,1,1,0,1,1196
ახალი აშენებული,ახალი გარემონტებული,საბურთალო,53,3,1,6,1,1,0,1,1189
ახალი აშენებული,ახალი გარემონტებული,საბურთალო,100,3,1,14,1,0,1,1,1184
ახალი აშენებული,ახალი გარემონტებული,საბურთალო,115,4,2,20,1,1,0,1,1183
ახალი აშენებული,ახალი გარემონტებული,საბურთალო,53,3,1,6,1,1,0,1,1170
ახალი აშენებული,ახალი გარემონტებული,საბურთალო,48,2,1,3,1,0,0,1,1167
ახალი აშენებული,ახალი გარემონტებული,საბურთალო,52,2,1,6,1,1,1,1,1154
ახალი აშენებული,ახალი გარემონტებული,საბურთალო,41,2,1,2,1,1,0,1,1146
ახალი აშენებული,ახალი გარემონტებული,საბურთალო,70,2,1,10,1,1,0,1,1141
ახალი აშენებული,ახალი გარემონტებული,საბურთალო,110,4,2,10,1,0,1,1,1136
ახალი აშენებული,ახალი გარემონტებული,საბურთალო,110,3,2,10,1,1,1,2,1136
ახალი აშენებული,ახალი გარემონტებული,საბურთალო,62,2,1,0,1,0,1,2,1129
ახალი აშენებული,ახალი გარემონტებული,საბურთალო,101,3,1,0,1,0,0,1,1129
ახალი აშენებული,ახალი გარემონტებული,საბურთალო,120,4,2,5,1,1,1,2,1125
ახალი აშენებული,ახალი გარემონტებული,საბურთალო,240,5,3,26,1,1,1,1,1125
ახალი აშენებული,ახალი გარემონტებული,საბურთალო,98,3,1,8,1,0,0,1,1112
ახალი აშენებული,ახალი გარემონტებული,საბურთალო,44,2,1,3,1,0,1,0,1111
ახალი აშენებული,ახალი გარემონტებული,საბურთალო,45,2,1,3,1,0,1,2,1109
ახალი აშენებული,ახალი გარემონტებული,საბურთალო,112,4,2,12,1,1,0,2,1107
ახალი აშენებული,ახალი გარემონტებული,საბურთალო,82,3,1,0,1,0,0,1,1096
ახალი აშენებული,ახალი გარემონტებული,საბურთალო,64,2,1,0,1,0,1,2,1094
ახალი აშენებული,ახალი გარემონტებული,საბურთალო,55,3,2,6,1,0,0,0,1091
ახალი აშენებული,ახალი გარემონტებული,საბურთალო,57,3,1,3,1,0,0,1,1086
ახალი აშენებული,ახალი გარემონტებული,საბურთალო,60,3,1,8,1,0,1,1,1083
ახალი აშენებული,ახალი გარემონტებული,საბურთალო,67,3,1,7,1,1,0,1,1075
ახალი აშენებული,ახალი გარემონტებული,საბურთალო,93,4,1,4,1,0,1,1,1072
ახალი აშენებული,ახალი გარემონტებული,საბურთალო,60,2,1,6,1,0,0,1,1067
ახალი აშენებული,ახალი გარემონტებული,საბურთალო,108,3,2,18,1,0,0,1,1065
ახალი აშენებული,ახალი გარემონტებული,საბურთალო,64,2,1,6,1,1,0,1,1063
ახალი აშენებული,ახალი გარემონტებული,საბურთალო,73,3,1,6,0,1,0,2,1055
ახალი აშენებული,ახალი გარემონტებული,საბურთალო,140,4,3,12,1,1,0,1,1051
ახალი აშენებული,ახალი გარემონტებული,საბურთალო,105,2,1,20,1,1,1,0,1048
ახალი აშენებული,ახალი გარემონტებული,საბურთალო,220,5,2,20,1,1,1,1,1045
ახალი აშენებული,ახალი გარემონტებული,საბურთალო,56,2,1,3,1,0,0,2,1034
ახალი აშენებული,ახალი გარემონტებული,საბურთალო,60,2,1,4,0,0,0,0,1032
ახალი აშენებული,ახალი გარემონტებული,საბურთალო,68,3,1,3,1,1,0,1,1029
ახალი აშენებული,ახალი გარემონტებული,საბურთალო,108,3,2,18,1,0,0,1,1025
ახალი აშენებული,ახალი გარემონტებული,საბურთალო,98,3,1,0,1,1,1,1,1020
ახალი აშენებული,ახალი გარემონტებული,საბურთალო,58,3,1,4,1,0,0,2,1007
ახალი აშენებული,ახალი გარემონტებული,საბურთალო,43,2,1,4,1,0,1,1,1000
ახალი აშენებული,ახალი გარემონტებული,საბურთალო,145,3,2,22,1,1,1,1,1000
ახალი აშენებული,ახალი გარემონტებული,საბურთალო,80,3,1,7,1,0,1,1,1000
ახალი აშენებული,ახალი გარემონტებული,საბურთალო,108,3,1,9,1,0,0,1,1000
ახალი აშენებული,ახალი გარემონტებული,საბურთალო,108,3,1,5,1,0,0,1,990
ახალი აშენებული,ახალი გარემონტებული,საბურთალო,61,2,1,4,1,0,0,2,982
ახალი აშენებული,ახალი გარემონტებული,საბურთალო,46,2,1,3,1,0,0,2,978
ახალი აშენებული,ახალი გარემონტებული,საბურთალო,225,5,3,30,1,1,1,1,973
ახალი აშენებული,ახალი გარემონტებული,საბურთალო,140,4,2,0,1,1,0,1,964
ახალი აშენებული,ახალი გარემონტებული,საბურთალო,130,3,2,0,1,1,1,1,954
ახალი აშენებული,ახალი გარემონტებული,საბურთალო,111,3,2,8,1,0,1,2,950
ახალი აშენებული,ახალი გარემონტებული,საბურთალო,70,3,1,2,1,0,1,0,929
ახალი აშენებული,ახალი გარემონტებული,საბურთალო,83,2,1,5,1,0,0,1,928
ახალი აშენებული,ახალი გარემონტებული,საბურთალო,60,3,2,0,1,1,1,1,917
ახალი აშენებული,ახალი გარემონტებული,საბურთალო,83,3,1,0,1,1,1,2,916
ახალი აშენებული,ახალი გარემონტებული,საბურთალო,68,3,1,5,0,0,0,0,900
ახალი აშენებული,ახალი გარემონტებული,საბურთალო,150,5,2,17,1,1,0,1,900
ახალი აშენებული,ახალი გარემონტებული,საბურთალო,83,3,2,4,1,0,1,1,898
ახალი აშენებული,ახალი გარემონტებული,საბურთალო,130,4,2,10,1,0,0,2,885
ახალი აშენებული,ახალი გარემონტებული,საბურთალო,110,4,1,3,1,1,1,1,882
ახალი აშენებული,ახალი გარემონტებული,საბურთალო,100,4,1,0,1,0,0,2,880
ახალი აშენებული,ახალი გარემონტებული,საბურთალო,62,3,1,2,1,0,0,2,871
ახალი აშენებული,ახალი გარემონტებული,საბურთალო,200,5,3,25,1,1,1,1,850
ახალი აშენებული,ახალი გარემონტებული,საბურთალო,132,4,2,12,1,1,0,1,840
ახალი აშენებული,ახალი გარემონტებული,საბურთალო,200,5,1,0,0,0,1,0,819
ახალი აშენებული,ახალი გარემონტებული,საბურთალო,135,5,2,0,1,1,1,2,806
ახალი აშენებული,ახალი გარემონტებული,საბურთალო,107,3,1,10,1,1,0,2,804
ახალი აშენებული,ახალი გარემონტებული,საბურთალო,55,2,1,0,1,0,0,1,800
ახალი აშენებული,ახალი გარემონტებული,საბურთალო,200,5,2,0,1,1,1,0,800
ახალი აშენებული,ახალი გარემონტებული,საბურთალო,134,4,2,0,1,0,0,2,746
ახალი აშენებული,ახალი გარემონტებული,საბურთალო,178,4,2,30,1,1,1,2,741
ახალი აშენებული,ახალი გარემონტებული,საბურთალო,62,2,1,10,1,0,1,0,694
ახალი აშენებული,ახალი გარემონტებული,საბურთალო,100,3,1,4,1,0,1,1,640
ძველი აშენებული,თეთრი კარკასი,საბურთალო,174,5,2,17,1,0,1,2,476
ახალი აშენებული,თეთრი კარკასი,საბურთალო,64,2,1,0,0,0,0,1,1322
ახალი აშენებული,თეთრი კარკასი,საბურთალო,128,3,2,8,0,1,0,1,1200
ახალი აშენებული,თეთრი კარკასი,საბურთალო,96,4,2,0,0,0,0,1,1100
ახალი აშენებული,თეთრი კარკასი,საბურთალო,132,4,2,8,0,0,0,1,1000
ახალი აშენებული,თეთრი კარკასი,საბურთალო,108,3,2,5,0,0,0,2,980
ახალი აშენებული,თეთრი კარკასი,საბურთალო,60,4,2,4,0,0,0,2,917
ახალი აშენებული,თეთრი კარკასი,საბურთალო,50,2,1,0,0,0,0,1,910
ახალი აშენებული,თეთრი კარკასი,საბურთალო,49,2,1,0,0,0,0,0,902
ახალი აშენებული,თეთრი კარკასი,საბურთალო,91,3,1,0,0,0,0,0,800
ახალი აშენებული,თეთრი კარკასი,საბურთალო,89,2,2,0,0,0,0,0,798
ახალი აშენებული,თეთრი კარკასი,საბურთალო,79,3,1,9,1,0,0,2,796
ახალი აშენებული,თეთრი კარკასი,საბურთალო,150,5,2,9,0,0,0,2,770
ახალი აშენებული,თეთრი კარკასი,საბურთალო,90,3,2,15,0,0,0,0,756
ახალი აშენებული,თეთრი კარკასი,საბურთალო,250,5,2,91,0,0,1,2,756
ახალი აშენებული,თეთრი კარკასი,საბურთალო,97,3,1,0,0,0,0,2,727
ახალი აშენებული,თეთრი კარკასი,საბურთალო,180,6,3,42,1,0,1,1,714
ახალი აშენებული,თეთრი კარკასი,საბურთალო,91,2,1,15,0,0,0,0,700
ახალი აშენებული,თეთრი კარკასი,საბურთალო,360,6,1,0,0,0,0,0,694
ახალი აშენებული,თეთრი კარკასი,საბურთალო,130,5,1,0,0,0,0,1,617
ახალი აშენებული,თეთრი კარკასი,საბურთალო,126,2,1,0,0,0,0,0,522
ახალი აშენებული,შავი კარკასი,საბურთალო,129,4,3,6,0,0,1,1,835
ახალი აშენებული,შავი კარკასი,საბურთალო,60,2,1,0,0,0,0,1,833
ახალი აშენებული,შავი კარკასი,საბურთალო,105,4,1,11,0,0,0,1,762
ახალი აშენებული,შავი კარკასი,საბურთალო,54,2,1,0,0,0,0,1,744
ახალი აშენებული,შავი კარკასი,საბურთალო,52,2,1,3,0,0,0,0,615
ძველი აშენებული,ძველი გარემონტებული,საბურთალო,105,3,1,31,1,0,1,0,1091
ძველი აშენებული,ძველი გარემონტებული,საბურთალო,42,2,1,7,0,0,0,0,1000
ძველი აშენებული,ძველი გარემონტებული,საბურთალო,76,2,2,0,1,0,0,0,955
ძველი აშენებული,ძველი გარემონტებული,საბურთალო,93,4,1,0,1,0,0,1,944
ძველი აშენებული,ძველი გარემონტებული,საბურთალო,160,4,2,8,1,0,1,1,938
ძველი აშენებული,ძველი გარემონტებული,საბურთალო,160,7,2,42,1,0,0,1,906
ძველი აშენებული,ძველი გარემონტებული,საბურთალო,100,4,2,15,1,0,1,1,900
ძველი აშენებული,ძველი გარემონტებული,საბურთალო,140,4,2,0,1,1,0,1,893
ძველი აშენებული,ძველი გარემონტებული,საბურთალო,75,3,1,0,1,0,1,0,893
ძველი აშენებული,ძველი გარემონტებული,საბურთალო,50,2,1,3,1,0,1,0,880
ძველი აშენებული,ძველი გარემონტებული,საბურთალო,33,1,1,0,1,0,1,0,876
ძველი აშენებული,ძველი გარემონტებული,საბურთალო,80,3,2,0,0,0,1,1,871
ძველი აშენებული,ძველი გარემონტებული,საბურთალო,35,1,1,4,1,0,0,0,857
ძველი აშენებული,ძველი გარემონტებული,საბურთალო,34,1,1,0,1,0,1,0,853
ძველი აშენებული,ძველი გარემონტებული,საბურთალო,80,3,1,22,0,0,1,1,850
ძველი აშენებული,ძველი გარემონტებული,საბურთალო,120,3,3,20,1,1,1,1,843
ძველი აშენებული,ძველი გარემონტებული,საბურთალო,80,3,1,5,1,1,1,1,838
ძველი აშენებული,ძველი გარემონტებული,საბურთალო,73,3,2,0,1,0,0,2,822
ძველი აშენებული,ძველი გარემონტებული,საბურთალო,110,4,1,40,1,0,0,1,815
ძველი აშენებული,ძველი გარემონტებული,საბურთალო,70,2,1,0,1,1,0,0,814
ძველი აშენებული,ძველი გარემონტებული,საბურთალო,130,5,2,0,0,0,0,1,785
ძველი აშენებული,ძველი გარემონტებული,საბურთალო,250,7,2,17,1,1,1,0,780
ძველი აშენებული,ძველი გარემონტებული,საბურთალო,250,7,2,17,1,1,1,0,780
ძველი აშენებული,ძველი გარემონტებული,საბურთალო,62,2,1,4,1,0,1,2,774
ძველი აშენებული,ძველი გარემონტებული,საბურთალო,97,3,1,0,1,1,1,0,773
ძველი აშენებული,ძველი გარემონტებული,საბურთალო,100,3,1,0,1,0,1,1,770
ძველი აშენებული,ძველი გარემონტებული,საბურთალო,60,2,1,0,1,0,0,1,763
ძველი აშენებული,ძველი გარემონტებული,საბურთალო,157,5,3,18,1,1,1,0,754
ძველი აშენებული,ძველი გარემონტებული,საბურთალო,80,3,1,0,0,0,0,0,713
ძველი აშენებული,ძველი გარემონტებული,საბურთალო,350,8,2,39,1,1,1,0,711
ძველი აშენებული,ძველი გარემონტებული,საბურთალო,52,2,1,0,1,0,0,2,673
ძველი აშენებული,ძველი გარემონტებული,საბურთალო,119,5,2,10,1,1,1,1,672
ძველი აშენებული,ძველი გარემონტებული,საბურთალო,67,2,1,0,0,0,0,0,655
ძველი აშენებული,ძველი გარემონტებული,საბურთალო,92,3,1,0,1,1,1,0,652
ძველი აშენებული,ძველი გარემონტებული,საბურთალო,187,4,2,48,1,1,1,0,642
ძველი აშენებული,ძველი გარემონტებული,საბურთალო,80,3,2,18,1,0,1,2,638
ძველი აშენებული,ძველი გარემონტებული,საბურთალო,100,3,1,0,1,1,1,2,550
ძველი აშენებული,ძველი გარემონტებული,საბურთალო,35,2,1,5,1,0,1,0,529
ძველი აშენებული,ძველი გარემონტებული,საბურთალო,130,4,2,0,0,0,0,1,523
ძველი აშენებული,ძველი გარემონტებული,საბურთალო,324,5,2,0,1,1,1,0,463
ახალი აშენებული,ძველი გარემონტებული,საბურთალო,142,5,2,40,1,1,1,1,1197
ახალი აშენებული,ძველი გარემონტებული,საბურთალო,129,4,2,4,1,1,0,2,930
ახალი აშენებული,ძველი გარემონტებული,საბურთალო,150,6,2,4,1,1,1,1,510
ძველი აშენებული,ახალი გარემონტებული,სამგორი,128,5,1,12,0,1,1,1,680
ძველი აშენებული,ახალი გარემონტებული,სამგორი,98,5,1,15,1,0,0,0,663
ძველი აშენებული,ახალი გარემონტებული,სამგორი,55,2,1,3,1,1,1,0,636
ძველი აშენებული,ახალი გარემონტებული,სამგორი,40,1,1,8,0,0,1,1,588
ახალი აშენებული,ახალი გარემონტებული,სამგორი,68,2,1,0,1,1,1,1,699
ახალი აშენებული,ახალი გარემონტებული,სამგორი,42,2,1,2,1,0,1,2,643
ახალი აშენებული,ახალი გარემონტებული,სამგორი,46,1,1,0,0,0,0,0,448
ძველი აშენებული,ძველი გარემონტებული,სამგორი,76,3,1,0,1,1,0,2,855
ძველი აშენებული,ძველი გარემონტებული,სამგორი,45,2,1,0,1,0,0,0,589
ძველი აშენებული,ძველი გარემონტებული,სამგორი,54,2,2,54,0,0,1,0,589
ძველი აშენებული,ძველი გარემონტებული,სამგორი,70,3,2,6,1,0,0,1,500
ძველი აშენებული,ძველი გარემონტებული,სამგორი,116,5,1,0,1,1,0,0,474
ძველი აშენებული,ძველი გარემონტებული,სამგორი,85,3,1,15,1,0,0,0,435
ძველი აშენებული,ძველი გარემონტებული,სამგორი,82,3,2,19,0,0,1,0,421
ძველი აშენებული,ძველი გარემონტებული,სამგორი,70,3,1,12,1,0,0,0,400
ძველი აშენებული,ძველი გარემონტებული,სამგორი,70,3,1,12,0,0,0,0,400
ძველი აშენებული,ახალი გარემონტებული,სანზონა,120,4,1,0,1,0,0,0,528
ახალი აშენებული,ახალი გარემონტებული,სანზონა,56,3,1,11,0,0,0,1,768
ახალი აშენებული,ახალი გარემონტებული,სანზონა,140,6,2,22,1,1,1,1,679
ახალი აშენებული,თეთრი კარკასი,სანზონა,60,3,1,0,0,0,1,2,617
ახალი აშენებული,თეთრი კარკასი,სანზონა,52,2,1,6,0,0,0,1,615
ახალი აშენებული,თეთრი კარკასი,სანზონა,57,2,1,4,0,0,0,1,561
ახალი აშენებული,შავი კარკასი,სანზონა,50,2,1,5,0,0,0,1,640
ძველი აშენებული,ძველი გარემონტებული,სანზონა,40,1,1,0,1,0,1,1,750
ძველი აშენებული,ძველი გარემონტებული,სანზონა,62,2,1,18,0,0,0,1,615
ძველი აშენებული,ძველი გარემონტებული,სანზონა,100,4,2,0,1,0,1,1,550
ძველი აშენებული,ძველი გარემონტებული,სანზონა,59,2,1,14,1,0,0,0,508
ძველი აშენებული,ძველი გარემონტებული,სანზონა,49,1,1,10,1,0,0,0,506
ძველი აშენებული,ახალი გარემონტებული,სოლოლაკი,93,3,1,11,1,0,1,0,1286
ძველი აშენებული,ახალი გარემონტებული,სოლოლაკი,93,3,1,11,1,0,1,0,1286
ძველი აშენებული,ახალი გარემონტებული,სოლოლაკი,100,4,1,0,1,1,0,0,1280
ძველი აშენებული,ახალი გარემონტებული,სოლოლაკი,115,6,1,8,1,0,1,0,913
ძველი აშენებული,ძველი გარემონტებული,სოლოლაკი,70,2,2,6,0,0,1,0,1257
ძველი აშენებული,ძველი გარემონტებული,სოლოლაკი,60,2,1,0,0,0,0,0,1200
ძველი აშენებული,ახალი გარემონტებული,ფონიჭალა,100,4,2,23,1,0,0,1,500
ძველი აშენებული,ახალი გარემონტებული,ფონიჭალა,60,2,1,5,1,1,1,0,477
ძველი აშენებული,ახალი გარემონტებული,ფონიჭალა,46,1,1,10,1,0,1,1,435
ახალი აშენებული,ახალი გარემონტებული,ფონიჭალა,54,3,1,0,1,1,0,0,519
ძველი აშენებული,ძველი გარემონტებული,ფონიჭალა,70,3,2,15,0,0,0,1,654
ძველი აშენებული,ახალი გარემონტებული,ჩუღურეთი,290,4,2,14,1,1,0,0,1345
ძველი აშენებული,ახალი გარემონტებული,ჩუღურეთი,63,3,1,0,0,0,0,0,1108
ძველი აშენებული,ახალი გარემონტებული,ჩუღურეთი,85,4,2,8,1,0,1,0,941
ძველი აშენებული,ახალი გარემონტებული,ჩუღურეთი,50,2,2,0,1,0,1,0,800
ძველი აშენებული,ახალი გარემონტებული,ჩუღურეთი,50,2,3,0,1,0,1,0,800
ძველი აშენებული,ახალი გარემონტებული,ჩუღურეთი,200,5,3,18,1,1,1,0,750
ძველი აშენებული,ახალი გარემონტებული,ჩუღურეთი,15,1,2,0,1,0,0,0,687
ძველი აშენებული,ახალი გარემონტებული,ჩუღურეთი,130,5,1,6,1,1,1,0,654
ახალი აშენებული,ახალი გარემონტებული,ჩუღურეთი,145,5,2,7,1,1,1,2,1103
ახალი აშენებული,ახალი გარემონტებული,ჩუღურეთი,98,6,1,2,1,1,1,1,949
ძველი აშენებული,შავი კარკასი,ჩუღურეთი,38,2,1,0,0,0,0,0,784
ძველი აშენებული,ძველი გარემონტებული,ჩუღურეთი,106,3,1,0,1,1,1,0,1226
ძველი აშენებული,ძველი გარემონტებული,ჩუღურეთი,250,9,1,9,1,0,1,0,1200
ძველი აშენებული,ძველი გარემონტებული,ჩუღურეთი,60,2,1,0,1,1,1,0,1167
ძველი აშენებული,ძველი გარემონტებული,ჩუღურეთი,55,3,1,0,1,1,1,0,1120
ძველი აშენებული,ძველი გარემონტებული,ჩუღურეთი,77,3,2,3,1,1,0,0,1091
ძველი აშენებული,ძველი გარემონტებული,ჩუღურეთი,71,3,1,0,0,0,0,0,1000
ძველი აშენებული,ძველი გარემონტებული,ჩუღურეთი,35,1,2,0,1,0,0,0,871
ძველი აშენებული,ძველი გარემონტებული,ჩუღურეთი,100,4,1,0,1,1,1,0,840
ძველი აშენებული,ძველი გარემონტებული,ჩუღურეთი,42,3,1,0,0,0,1,0,833
ძველი აშენებული,ძველი გარემონტებული,ჩუღურეთი,125,4,1,13,1,0,0,0,803
ძველი აშენებული,ძველი გარემონტებული,ჩუღურეთი,125,4,1,22,1,0,1,0,763
ძველი აშენებული,ძველი გარემონტებული,ჩუღურეთი,65,2,1,0,0,1,0,0,705
ძველი აშენებული,ძველი გარემონტებული,ჩუღურეთი,130,4,2,0,1,0,1,0,608
ძველი აშენებული,ძველი გარემონტებული,ჩუღურეთი,118,5,2,0,1,0,1,0,521
