Status,Condition,District,Area,Rooms,Bathrooms,Balcony,lastoffirst,Heating,Parking,Storeroom,Fireplace,Furniture,Lift,Conditioner,PerSq
new,newRenov,saburtalo,134,4,2,0,1,1,0,1,0,1,1,0,746
new,white,saburtalo,64,2,1,0,1,0,0,0,0,0,1,0,1322
new,white,saburtalo,96,4,2,0,1,0,0,0,0,0,1,0,1100
new,white,saburtalo,50,2,1,0,1,0,0,0,0,0,1,0,910
new,white,saburtalo,49,2,1,0,1,0,0,0,0,0,0,0,902
new,white,saburtalo,91,3,1,0,1,0,0,0,0,0,0,0,800
new,white,saburtalo,89,2,2,0,1,0,0,0,0,0,0,0,798
new,white,saburtalo,97,3,1,0,1,0,0,0,0,0,1,0,727
new,white,saburtalo,360,6,1,0,1,0,0,0,0,0,0,0,694
new,white,saburtalo,130,5,1,0,1,0,0,0,0,0,1,0,617
new,white,saburtalo,126,2,1,0,1,0,0,0,0,0,0,0,522
new,black,saburtalo,60,2,1,0,1,0,0,0,0,0,1,0,833
new,black,saburtalo,54,2,1,0,1,0,0,0,0,0,1,0,744
old,oldRenov,saburtalo,76,2,2,0,1,1,0,0,0,0,0,0,955
old,oldRenov,saburtalo,93,4,1,0,1,1,0,0,0,0,1,0,944
old,oldRenov,saburtalo,140,4,2,0,1,1,0,1,0,1,1,1,893
old,oldRenov,saburtalo,75,3,1,0,1,1,1,0,0,1,0,0,893
old,oldRenov,saburtalo,33,1,1,0,0,1,1,0,0,1,0,0,876
old,oldRenov,saburtalo,80,3,2,0,1,0,1,1,0,0,1,0,871
old,oldRenov,saburtalo,34,1,1,0,1,1,1,1,0,1,0,0,853
old,oldRenov,saburtalo,73,3,2,0,1,1,0,1,0,1,1,0,822
old,oldRenov,saburtalo,70,2,1,0,1,1,0,0,1,0,0,1,814
old,oldRenov,saburtalo,130,5,2,0,0,0,0,0,0,0,1,0,785
old,oldRenov,saburtalo,97,3,1,0,1,1,1,1,0,1,0,1,773
old,oldRenov,saburtalo,100,3,1,0,1,1,1,0,0,0,1,0,770
old,oldRenov,saburtalo,60,2,1,0,1,1,0,0,0,1,1,0,763
old,oldRenov,saburtalo,80,3,1,0,1,0,0,1,0,0,0,0,713
old,oldRenov,saburtalo,52,2,1,0,1,1,0,0,1,1,1,0,673
old,oldRenov,saburtalo,67,2,1,0,1,0,0,0,0,0,0,0,655
old,oldRenov,saburtalo,92,3,1,0,1,1,1,1,0,0,0,1,652
old,oldRenov,saburtalo,100,3,1,0,1,1,1,1,0,0,1,1,550
old,oldRenov,saburtalo,130,4,2,0,1,0,0,0,0,0,1,0,523
old,oldRenov,saburtalo,324,5,2,0,1,1,1,1,1,0,0,1,463
new,newRenov,samgori,68,2,1,0,1,1,1,0,0,0,1,1,699
new,newRenov,samgori,46,1,1,0,1,0,0,0,0,1,0,0,448
old,oldRenov,samgori,76,3,1,0,1,1,0,0,0,0,1,1,855
old,oldRenov,samgori,45,2,1,0,1,1,0,1,0,0,0,0,589
old,oldRenov,samgori,116,5,1,0,1,1,0,1,1,1,0,1,474
old,newRenov,chugureti,63,3,1,0,0,0,0,1,0,0,0,0,1108
old,newRenov,chugureti,50,2,2,0,1,1,1,1,0,1,0,0,800
old,newRenov,chugureti,50,2,3,0,1,1,1,1,0,1,0,0,800
old,newRenov,chugureti,15,1,2,0,1,1,0,0,0,1,0,0,687
old,black,chugureti,38,2,1,0,0,0,0,0,0,0,0,0,784
old,oldRenov,chugureti,106,3,1,0,1,1,1,1,0,0,0,1,1226
old,oldRenov,chugureti,60,2,1,0,1,1,1,1,0,0,0,1,1167
old,oldRenov,chugureti,55,3,1,0,1,1,1,1,0,0,0,1,1120
old,oldRenov,chugureti,71,3,1,0,1,0,0,0,1,1,0,0,1000
old,oldRenov,chugureti,35,1,2,0,1,1,0,0,0,1,0,0,871
old,oldRenov,chugureti,100,4,1,0,0,1,1,1,1,0,0,1,840
old,oldRenov,chugureti,42,3,1,0,0,0,1,1,0,0,0,0,833
old,oldRenov,chugureti,65,2,1,0,0,0,0,1,0,0,0,1,705
old,oldRenov,chugureti,130,4,2,0,1,1,1,1,1,0,0,0,608
old,oldRenov,chugureti,118,5,2,0,1,1,1,1,1,1,0,0,521
