Status,Condition,District,Rooms,Bedrooms,Bathrooms,Floor,Floors,Balcony,Veranda,Loggia,Heating,Parking,Storeroom,Hot,Gas,Internet,Fireplace,Furniture,Passenger,Service,Telephone,Television,Conditioner,PerSq
new,newRenov,didDigomi,3,2,2,2,10,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,660
old,oldRenov,saburtalo,4,2,1,4,8,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,660
old,newRenov,nadzaladevi,6,4,2,2,9,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,660
new,newRenov,saburtalo,3,2,1,2,11,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,660
old,newRenov,isani,3,2,2,11,16,0,0,0,1,1,1,1,0,1,0,1,1,1,0,1,0,661
new,newRenov,didDigomi,3,2,1,3,8,5,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,661
new,white,varketili,4,3,1,16,17,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,662
new,newRenov,didDigomi,2,1,1,3,8,3,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,663
old,newRenov,samgori,4,3,1,1,4,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,663
old,newRenov,ortawala,3,2,1,6,9,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,1,663
new,black,varketili,3,2,1,16,17,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,663
new,newRenov,gldani,2,1,1,9,9,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,664
old,oldRenov,didube,5,2,1,4,8,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,1,667
old,newRenov,gldani,3,2,1,3,16,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1,0,667
old,oldRenov,saburtalo,4,3,2,5,7,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,667
new,newRenov,didDigomi,3,2,1,3,10,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,667
old,oldRenov,gldani,1,1,2,8,16,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,667
new,white,saburtalo,4,3,2,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,667
new,newRenov,samgori,4,3,1,5,6,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,667
new,newRenov,didDigomi,3,2,2,3,9,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,667
old,oldRenov,gldani,4,3,3,8,9,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,667
old,newRenov,varketili,1,1,2,7,8,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,667
new,newRenov,didDigomi,2,1,1,3,14,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,667
old,newRenov,gldani,3,2,3,3,17,8,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,667
old,oldRenov,saburtalo,4,3,2,9,9,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,667
new,white,saburtalo,3,1,1,6,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,667
new,black,saburtalo,4,3,1,9,10,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,668
new,newRenov,didDigomi,3,2,2,9,11,5,0,0,1,1,0,1,1,1,0,1,1,0,1,0,0,669
new,newRenov,didDigomi,3,2,1,3,8,4,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,669
new,newRenov,didDigomi,2,1,1,10,11,3,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,669
new,newRenov,didDigomi,2,1,1,10,12,3,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,670
old,oldRenov,vaja,5,3,1,2,5,8,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,670
new,newRenov,didDigomi,2,1,1,9,8,4,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,670
new,newRenov,didDigomi,4,2,1,4,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,670
old,oldRenov,didDigomi,4,0,2,3,9,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,670
new,black,vake,4,3,2,10,11,0,65,0,0,1,0,0,1,0,0,0,1,0,0,0,0,671
new,newRenov,didDigomi,2,1,1,9,11,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,671
old,newRenov,gldani,3,2,1,1,9,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,0,671
old,oldRenov,didube,3,2,1,7,8,0,0,0,1,0,1,0,1,1,0,1,1,0,1,1,0,671
old,oldRenov,digmisMas,3,2,1,16,17,0,0,0,1,0,1,1,1,1,0,0,1,1,0,1,0,671
old,newRenov,saburtalo,3,2,1,3,5,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,672
new,newRenov,didDigomi,2,1,1,4,9,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,672
new,white,saburtalo,6,5,1,6,6,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,672
new,white,saburtalo,4,3,1,4,6,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,672
old,oldRenov,ortawala,3,2,1,1,2,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,672
new,oldRenov,saburtalo,4,2,2,6,7,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0,672
old,oldRenov,saburtalo,5,3,2,6,8,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,672
old,newRenov,didDigomi,7,4,2,9,9,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,673
new,newRenov,varketili,2,1,1,8,10,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,674
old,oldRenov,saburtalo,3,2,1,6,6,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,675
new,newRenov,varketili,3,2,2,12,14,0,0,0,1,1,0,1,1,1,0,1,1,0,1,0,1,677
new,newRenov,gldani,5,3,2,4,9,15,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,677
new,newRenov,didDigomi,3,2,1,9,11,3,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,677
new,newRenov,didDigomi,2,1,1,4,9,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,678
new,newRenov,didDigomi,2,1,1,3,9,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0,678
new,newRenov,didDigomi,3,2,2,7,10,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,679
new,newRenov,ortawala,3,2,1,1,8,0,0,0,1,0,1,1,1,1,0,1,1,0,0,1,0,679
old,newRenov,nucubidze,6,4,2,16,16,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,679
old,newRenov,didube,3,2,1,1,9,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,680
new,newRenov,varketili,3,2,1,1,9,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,680
new,newRenov,saburtalo,7,4,2,4,5,20,0,0,1,0,1,1,1,1,0,1,0,0,1,1,1,680
new,newRenov,didDigomi,2,1,1,2,8,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,680
new,newRenov,samgori,2,1,1,6,12,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,681
new,newRenov,didDigomi,3,2,1,7,9,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,681
new,newRenov,gldani,3,2,1,9,11,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,681
new,newRenov,didDigomi,3,2,1,5,5,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,682
old,oldRenov,saburtalo,6,2,2,6,8,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,682
new,newRenov,vake,3,2,1,11,11,7,20,0,1,1,1,1,1,1,0,1,1,0,1,1,1,682
old,newRenov,saburtalo,7,4,2,5,6,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,682
new,newRenov,didDigomi,3,2,1,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,683
new,newRenov,didDigomi,3,2,1,9,17,5,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,683
new,newRenov,saburtalo,7,5,3,11,11,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,1,684
new,newRenov,didDigomi,3,2,1,6,6,7,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,684
new,newRenov,gldani,3,2,1,10,10,14,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,684
new,white,saburtalo,5,4,2,9,14,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,684
old,newRenov,saburtalo,2,1,2,11,11,0,0,0,1,1,1,1,1,1,0,1,1,0,1,0,0,684
old,newRenov,nucubidze,4,3,1,8,9,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,684
old,newRenov,didube,5,3,1,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,685
new,newRenov,varketili,3,2,1,12,14,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1,0,685
new,newRenov,didDigomi,2,1,1,3,9,3,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,686
new,newRenov,isani,2,1,1,6,12,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,686
new,newRenov,didDigomi,2,1,1,8,10,10,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,686
new,newRenov,didDigomi,4,3,1,9,14,4,0,0,1,1,0,1,1,1,0,1,1,1,0,0,0,686
new,newRenov,varketili,3,2,1,6,10,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,687
new,newRenov,varketili,2,1,3,13,14,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,687
old,newRenov,vazisubani,3,1,1,2,9,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,687
old,oldRenov,samgori,4,2,1,1,8,0,0,20,1,1,1,1,1,1,0,1,1,0,1,1,1,688
new,newRenov,didDigomi,2,1,1,4,10,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,688
old,oldRenov,isani,3,2,1,6,8,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,0,688
new,newRenov,didDigomi,2,1,1,3,3,0,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,688
old,oldRenov,saburtalo,6,3,1,4,4,8,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,688
new,oldRenov,saburtalo,4,3,1,2,10,6,12,0,1,0,1,1,1,1,0,1,1,0,1,1,1,688
new,white,didDigomi,2,1,2,2,15,4,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,689
old,newRenov,saburtalo,4,3,1,1,8,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,689
new,black,ortawala,2,1,1,8,12,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,689
new,newRenov,gldani,3,2,2,3,14,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,689
old,newRenov,saburtalo,4,3,1,8,9,0,0,0,1,1,1,1,1,1,0,1,1,0,1,0,0,690
old,oldRenov,varketili,3,2,2,2,9,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,0,691
old,newRenov,saburtalo,3,2,1,8,11,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,691
new,newRenov,vashlidzvari,3,2,2,7,7,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,691
old,newRenov,ortawala,4,3,1,3,9,3,9,18,1,1,1,1,1,1,0,0,1,0,1,0,0,692
old,oldRenov,digmisMas,3,2,1,7,8,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,692
old,oldRenov,didDigomi,3,1,2,6,14,0,0,0,1,1,0,1,1,1,0,0,1,1,0,1,0,692
old,newRenov,ortawala,4,3,1,3,9,3,9,18,1,1,1,1,1,1,0,0,1,0,1,0,0,692
old,newRenov,digmisMas,2,1,1,1,5,0,0,12,1,1,1,1,1,1,0,1,0,0,0,1,0,692
new,newRenov,gldani,3,2,2,3,17,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,692
new,newRenov,gldani,3,2,2,3,17,0,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,692
old,oldRenov,didube,4,3,1,2,3,8,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,692
new,newRenov,didDigomi,2,1,2,10,11,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,693
old,oldRenov,sandzona,3,2,1,6,9,0,0,0,1,0,1,1,1,1,0,1,1,0,1,0,0,693
new,newRenov,didDigomi,2,1,1,3,12,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0,693
old,oldRenov,saburtalo,3,2,1,4,6,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,693
old,oldRenov,vaja,3,2,1,1,5,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,693
new,newRenov,sandzona,6,3,2,8,8,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,693
new,black,vake,4,2,1,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,694
new,newRenov,gldani,2,1,2,13,14,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,694
old,oldRenov,saburtalo,3,2,2,5,8,10,0,21,1,1,1,1,1,1,0,0,1,0,1,0,0,694
new,black,saburtalo,3,2,1,14,15,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,695
new,newRenov,didDigomi,2,1,1,2,9,3,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,695
WIP,white,saburtalo,2,1,1,6,21,5,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,696
new,newRenov,didube,2,1,1,5,9,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,696
new,newRenov,didDigomi,2,1,1,5,10,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,696
new,newRenov,samgori,2,1,1,6,12,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,696
new,newRenov,varketili,3,2,2,10,10,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,696
new,newRenov,didDigomi,3,2,1,2,12,0,0,0,1,1,0,1,1,1,0,0,1,1,0,0,1,696
old,newRenov,varketili,1,1,1,5,8,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,697
old,oldRenov,saburtalo,4,2,1,4,8,5,12,0,0,1,1,1,1,1,0,0,1,0,1,1,1,697
new,newRenov,vashlidzvari,3,2,1,3,4,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,698
new,newRenov,temqa,3,2,1,5,7,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,698
new,newRenov,didDigomi,2,1,1,1,5,0,0,0,1,1,0,1,1,1,0,1,0,0,1,1,0,698
new,newRenov,varketili,3,2,1,9,9,0,0,0,1,1,0,1,1,1,0,1,1,0,0,1,1,698
old,oldRenov,digmisMas,3,1,1,12,16,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,699
new,newRenov,didDigomi,2,1,1,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700
new,newRenov,didDigomi,3,2,1,5,10,3,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,700
old,newRenov,samgori,3,2,2,9,9,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,700
new,newRenov,didDigomi,2,1,1,6,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700
old,newRenov,gldani,3,2,1,9,9,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,700
new,newRenov,didDigomi,4,3,1,6,9,0,0,0,1,0,0,1,1,1,0,1,1,0,1,0,1,700
new,white,saburtalo,4,3,1,4,5,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,700
new,black,saburtalo,4,0,2,10,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,700
old,oldRenov,didube,3,2,1,2,8,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,700
old,newRenov,gldani,2,1,1,17,17,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,700
new,newRenov,temqa,3,2,2,6,10,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,700
new,white,saburtalo,3,2,1,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700
new,newRenov,didDigomi,2,1,1,5,9,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,700
old,oldRenov,nucubidze,3,1,1,17,16,0,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,700
new,newRenov,didDigomi,3,2,1,3,10,3,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,700
new,newRenov,nadzaladevi,3,2,2,6,8,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,700
new,newRenov,vashlidzvari,2,1,1,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700
new,newRenov,vashlidzvari,3,2,2,9,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,700
new,newRenov,didDigomi,3,2,2,4,10,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,700
new,newRenov,didDigomi,3,2,1,1,10,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,700
new,black,ortawala,3,2,1,12,14,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,700
new,oldRenov,didDigomi,4,3,1,5,14,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,700
new,newRenov,varketili,3,2,1,10,10,4,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,700
old,newRenov,didube,3,0,1,4,9,0,25,0,1,0,0,1,1,1,0,1,1,0,1,1,1,700
new,white,saburtalo,2,50,1,9,2,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,700
old,oldRenov,saburtalo,2,1,1,5,5,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,701
old,oldRenov,saburtalo,2,1,1,5,5,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,702
new,newRenov,didDigomi,2,1,1,3,12,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,702
new,newRenov,didDigomi,2,0,1,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,702
new,newRenov,gldani,2,1,2,12,14,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,702
new,newRenov,didDigomi,2,1,1,2,9,8,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,703
old,oldRenov,vaja,3,2,1,1,5,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,703
old,oldRenov,muxiani,1,1,1,5,9,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,703
old,oldRenov,vaja,5,3,2,4,9,0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,1,703
new,white,saburtalo,3,0,2,10,13,5,0,30,0,1,1,0,1,0,0,0,1,0,0,0,0,704
old,oldRenov,vera,3,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,704
new,black,saburtalo,2,1,1,3,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,704
new,newRenov,didDigomi,3,2,1,8,8,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,705
old,oldRenov,chugureti,4,3,1,3,3,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,705
new,newRenov,didDigomi,3,2,2,3,10,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,705
new,newRenov,didDigomi,2,1,2,5,9,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,705
old,newRenov,saburtalo,3,2,1,1,8,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0,706
old,newRenov,saburtalo,3,2,1,1,8,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0,706
old,oldRenov,didDigomi,2,1,1,5,9,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,0,706
new,newRenov,didDigomi,4,2,1,2,10,0,0,0,1,0,0,1,1,1,0,1,0,0,0,1,1,706
new,newRenov,didDigomi,4,3,1,4,11,3,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,706
new,black,saburtalo,4,2,1,2,15,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,707
new,newRenov,didDigomi,2,1,1,3,8,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,707
old,oldRenov,vaja,3,2,1,3,4,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,707
new,newRenov,didDigomi,2,1,1,7,9,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,708
new,newRenov,samgori,3,0,1,4,7,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,1,708
new,black,vake,3,2,1,5,13,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,708
new,newRenov,didDigomi,2,1,1,9,9,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,708
new,newRenov,didDigomi,2,1,1,9,9,7,0,0,1,1,0,1,1,1,0,1,1,1,1,1,0,708
new,newRenov,vazisubani,2,1,1,7,14,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,709
new,white,saburtalo,3,2,1,12,13,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,709
new,newRenov,vazisubani,2,1,1,7,14,0,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,709
old,oldRenov,varketili,1,0,1,1,9,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,709
new,newRenov,sandzona,4,3,2,13,14,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,709
new,newRenov,didDigomi,3,2,1,9,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,710
new,newRenov,gldani,3,2,1,2,13,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,710
new,newRenov,isani,3,1,1,4,23,0,0,0,1,1,0,1,1,1,0,0,1,1,0,0,1,710
new,newRenov,didDigomi,3,2,1,4,4,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0,710
new,newRenov,didDigomi,2,1,1,10,11,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,711
new,newRenov,isani,2,1,1,2,13,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,711
new,black,ortawala,3,2,1,2,12,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,711
new,newRenov,vazisubani,2,1,1,9,12,0,0,0,1,0,0,1,1,1,0,0,1,1,1,0,0,711
old,oldRenov,digmisMas,2,1,1,16,16,3,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,711
new,newRenov,didDigomi,3,2,1,3,16,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,712
new,newRenov,didDigomi,3,2,1,6,6,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,712
old,newRenov,nadzaladevi,3,2,1,6,8,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,713
old,newRenov,isani,3,2,1,3,9,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,713
new,newRenov,didDigomi,3,3,1,2,10,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,714
old,oldRenov,sandzona,3,1,1,1,8,0,0,0,1,0,1,1,1,1,0,1,0,0,1,1,0,714
new,newRenov,didDigomi,3,2,1,2,10,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,714
new,black,saburtalo,2,1,1,2,5,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,714
new,newRenov,varketili,2,1,1,6,9,1,0,0,1,1,0,1,1,1,0,1,1,1,0,1,1,714
old,newRenov,chugureti,2,1,1,1,2,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,714
new,oldRenov,vera,5,3,1,9,10,10,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,715
old,oldRenov,vake,3,1,1,10,14,3,0,0,1,1,0,1,1,1,0,1,1,1,0,1,1,715
new,newRenov,temqa,3,2,1,10,14,0,0,0,1,0,0,1,1,1,0,0,1,0,1,1,0,716
old,oldRenov,didube,3,2,2,5,6,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,716
new,newRenov,didDigomi,2,1,1,9,12,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,716
new,newRenov,didDigomi,2,1,1,12,2,2,0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,716
new,newRenov,didDigomi,3,2,1,8,11,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,716
old,oldRenov,saburtalo,3,1,1,1,4,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,717
new,newRenov,samgori,3,2,1,2,9,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,717
new,newRenov,muxiani,1,1,2,3,14,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,717
new,newRenov,vazisubani,3,2,1,4,8,0,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,717
old,oldRenov,samgori,1,1,1,5,8,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,719
old,oldRenov,saburtalo,3,1,2,7,8,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,1,719
new,newRenov,didDigomi,4,2,2,4,13,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1,1,720
old,oldRenov,vake,3,2,1,8,8,5,0,10,1,1,1,1,1,1,0,0,1,0,0,0,1,720
old,newRenov,didDigomi,3,1,1,8,9,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,1,720
new,newRenov,gldani,3,2,1,2,13,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,721
new,newRenov,digmisMas,4,2,2,9,15,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,721
new,newRenov,didDigomi,2,1,1,8,8,0,0,0,1,1,0,1,1,1,0,1,1,0,0,1,1,721
new,newRenov,varketili,3,2,3,8,10,0,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,721
old,oldRenov,vera,3,2,2,5,9,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,721
new,newRenov,didDigomi,2,1,1,6,12,4,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,722
new,black,saburtalo,2,1,1,4,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,722
new,newRenov,gldani,3,2,1,8,11,9,0,0,1,0,0,1,1,1,0,0,1,0,1,1,1,722
new,newRenov,didDigomi,2,1,1,5,9,7,0,0,0,1,1,1,1,1,0,1,1,0,1,1,0,723
old,newRenov,didube,3,2,1,8,8,0,0,0,1,0,1,1,1,1,0,1,1,0,0,1,1,723
old,oldRenov,didube,3,0,1,1,8,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,724
old,oldRenov,didube,1,1,1,5,8,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,0,725
new,newRenov,gldani,2,1,1,17,17,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,725
new,white,nadzaladevi,2,1,1,11,11,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,725
old,oldRenov,didube,1,0,1,5,8,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,0,725
old,newRenov,digmisMas,1,1,1,6,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,725
new,newRenov,varketili,3,2,1,2,6,3,0,0,1,1,1,1,1,1,0,1,1,1,0,1,0,726
new,newRenov,varketili,3,2,1,2,6,3,0,0,1,1,1,1,1,1,0,1,1,1,0,1,0,726
old,oldRenov,digmisMas,1,1,1,1,5,0,0,0,1,0,1,1,1,1,0,1,0,0,1,1,0,726
new,newRenov,varketili,3,2,1,2,6,3,0,0,1,1,1,1,1,1,0,1,1,1,0,1,0,726
old,newRenov,didDigomi,2,1,3,2,9,5,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,726
