Status,Condition,District,Rooms,Bedrooms,Bathrooms,Floor,Floors,Balcony,Veranda,Loggia,Heating,Parking,Storeroom,Hot,Gas,Internet,Fireplace,Furniture,Passenger,Service,Telephone,Television,Conditioner,PerSq
old,oldRenov,vake,4,2,2,6,8,10,0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,916
new,white,saburtalo,2,1,1,6,15,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,916
old,newRenov,saburtalo,2,1,1,3,5,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,917
new,newRenov,vake,3,2,1,15,19,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,917
new,newRenov,ortawala,3,2,1,10,10,20,20,0,1,1,1,1,1,1,0,1,1,0,1,1,1,917
old,newRenov,chugureti,2,1,1,1,8,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,917
new,newRenov,didube,3,2,1,10,13,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1,1,917
new,newRenov,nadzaladevi,2,1,1,3,12,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,919
new,newRenov,saburtalo,4,3,2,3,11,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1,1,920
old,white,vake,3,2,2,9,10,3,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,920
new,newRenov,saburtalo,3,2,1,2,15,12,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,920
old,newRenov,saburtalo,5,2,2,5,6,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,921
new,newRenov,saburtalo,2,1,1,12,19,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,921
new,newRenov,vake,4,3,2,9,11,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,1,921
old,oldRenov,nadzaladevi,1,1,1,4,9,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,921
new,newRenov,nadzaladevi,3,2,1,2,10,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,922
new,newRenov,saburtalo,4,3,2,10,14,0,0,0,1,0,0,1,1,1,0,0,1,0,1,1,1,923
new,newRenov,saburtalo,5,3,2,9,15,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,0,923
new,newRenov,saburtalo,3,2,1,9,9,0,0,0,1,1,0,1,1,1,0,1,1,0,1,0,0,923
old,newRenov,saburtalo,2,1,1,1,5,0,0,0,1,1,0,1,1,1,0,1,0,0,1,1,1,923
new,newRenov,saburtalo,2,1,2,2,5,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,925
old,newRenov,nucubidze,3,2,1,14,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,925
new,newRenov,vaja,2,1,2,2,5,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,925
new,newRenov,saburtalo,2,1,1,12,13,3,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,925
old,oldRenov,saburtalo,3,2,1,2,8,4,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,926
new,newRenov,didDigomi,2,1,1,2,10,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,926
new,newRenov,ortawala,2,1,1,1,7,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,926
new,newRenov,saburtalo,3,2,1,4,12,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,1,927
old,oldRenov,vake,5,2,2,2,4,0,0,0,1,1,1,1,0,1,0,1,0,0,1,1,1,929
new,newRenov,saburtalo,3,1,1,3,10,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1,1,929
new,newRenov,didDigomi,3,2,1,3,14,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,1,930
new,newRenov,didDigomi,3,2,1,7,13,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,930
old,oldRenov,sololaki,3,0,1,1,2,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,930
new,white,saburtalo,3,2,1,7,9,6,0,7,1,1,0,1,1,1,0,0,1,0,1,1,1,930
new,newRenov,didDigomi,3,2,1,5,12,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,1,930
old,oldRenov,sololaki,3,0,1,1,2,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,930
old,oldRenov,saburtalo,1,0,1,1,8,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,930
old,oldRenov,sololaki,3,0,1,1,2,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,930
old,oldRenov,sololaki,3,0,1,1,2,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,930
old,oldRenov,saburtalo,4,2,2,7,14,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0,1,930
new,newRenov,didube,3,2,1,11,13,11,0,0,1,0,1,1,1,1,0,1,1,1,0,1,0,930
new,newRenov,digmisMas,3,2,1,12,12,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,930
old,oldRenov,saburtalo,4,3,1,3,8,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,932
new,newRenov,saburtalo,2,0,1,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,932
new,newRenov,saburtalo,3,2,1,2,10,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,932
new,newRenov,didube,2,1,1,12,16,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1,932
old,oldRenov,vaja,1,1,2,1,6,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,933
old,newRenov,saburtalo,3,2,1,4,5,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,933
new,newRenov,gldani,2,1,3,5,8,0,0,0,1,1,0,1,1,1,0,1,1,0,0,1,1,933
old,newRenov,saburtalo,3,2,1,3,8,0,0,0,1,0,0,1,1,1,0,0,1,0,1,1,1,933
old,newRenov,vake,5,4,2,7,9,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,934
old,oldRenov,vake,5,3,2,9,16,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,934
new,newRenov,saburtalo,3,2,2,9,10,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,934
new,newRenov,vake,3,2,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,934
new,newRenov,vake,2,1,3,3,6,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,935
new,white,saburtalo,3,2,1,7,9,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1,936
new,newRenov,saburtalo,3,2,2,5,10,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,1,938
new,newRenov,saburtalo,3,2,1,8,10,9,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,938
new,white,saburtalo,4,3,2,4,7,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,939
new,white,saburtalo,4,3,2,4,7,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,939
new,newRenov,didube,2,1,1,11,12,2,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,940
new,newRenov,didube,2,1,1,5,10,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,941
old,newRenov,saburtalo,4,3,1,15,16,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,941
old,newRenov,saburtalo,1,1,1,4,6,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,942
new,newRenov,ortawala,2,1,1,1,7,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,942
new,newRenov,didube,5,3,1,3,10,7,0,0,1,0,0,1,1,1,0,1,1,0,1,1,0,942
new,newRenov,saburtalo,3,2,1,5,8,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,942
old,newRenov,saburtalo,5,3,2,8,8,12,24,0,1,1,1,1,1,1,1,1,1,0,1,1,1,942
new,newRenov,digmisMas,2,1,1,12,14,0,0,0,1,0,0,1,1,1,0,1,1,1,0,1,1,943
new,newRenov,didube,5,3,1,7,12,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,943
new,newRenov,digmisMas,3,2,2,3,7,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,944
old,newRenov,didube,1,1,1,3,8,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,944
new,newRenov,nucubidze,4,2,1,12,12,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,1,944
old,newRenov,saburtalo,4,2,1,3,5,12,0,20,1,1,1,1,1,1,0,1,0,0,0,1,1,945
old,newRenov,saburtalo,2,1,1,4,6,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,946
new,newRenov,vake,3,2,2,4,9,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,1,946
old,oldRenov,vera,5,3,2,3,3,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,946
new,white,saburtalo,4,3,2,4,7,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,947
new,newRenov,didube,2,1,2,3,14,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,947
new,newRenov,saburtalo,3,2,1,2,5,7,14,0,1,1,0,1,1,1,0,0,1,0,0,1,0,949
new,newRenov,saburtalo,3,2,1,2,10,0,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,949
new,newRenov,digmisMas,4,2,1,5,9,0,0,0,1,0,0,1,1,1,0,1,0,0,1,1,1,949
new,white,saburtalo,3,2,1,14,21,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,950
new,white,saburtalo,2,2,1,9,23,3,0,23,0,0,0,0,1,0,0,0,1,0,0,0,0,950
old,oldRenov,saburtalo,2,1,1,2,8,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,950
new,newRenov,saburtalo,2,1,1,11,11,5,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,950
new,newRenov,vaja,3,2,1,2,10,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,950
old,oldRenov,saburtalo,2,1,1,2,8,0,0,0,0,1,0,1,1,1,0,1,1,0,1,0,1,950
new,newRenov,nucubidze,4,2,1,7,12,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,950
new,newRenov,vake,3,2,1,15,19,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1,0,950
new,white,saburtalo,3,2,1,12,22,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,950
old,oldRenov,vaja,1,1,1,4,5,0,0,0,1,1,0,1,1,1,0,1,0,0,1,1,0,950
old,oldRenov,vaja,1,1,1,4,5,0,0,0,1,1,0,1,1,1,0,1,0,0,1,1,0,950
old,oldRenov,vaja,1,1,1,4,5,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,950
new,newRenov,didDigomi,2,1,1,7,9,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,0,950
new,white,saburtalo,3,2,2,9,10,17,10,0,0,0,1,0,1,1,0,0,1,0,1,0,0,950
new,white,saburtalo,2,1,2,9,10,6,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,950
old,oldRenov,saburtalo,5,4,2,2,10,30,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,950
new,white,saburtalo,2,1,1,3,10,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,950
old,newRenov,saburtalo,4,3,1,8,16,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,951
old,oldRenov,vake,5,2,2,3,6,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,951
new,newRenov,saburtalo,3,2,1,3,8,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,0,951
new,newRenov,didube,4,3,1,3,12,0,0,0,1,1,0,1,1,1,0,1,1,0,0,1,1,952
new,white,saburtalo,4,3,2,4,7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,952
new,newRenov,nucubidze,1,1,1,14,16,0,0,0,1,1,0,1,1,1,0,0,1,1,1,0,0,953
new,newRenov,saburtalo,4,3,3,6,10,0,0,0,1,0,0,1,1,1,0,0,1,0,1,1,0,953
old,oldRenov,saburtalo,3,2,2,7,8,0,0,0,0,1,1,1,1,1,0,0,1,0,1,1,1,953
new,newRenov,didube,4,3,1,9,10,5,20,0,1,1,1,1,1,1,0,1,1,0,1,0,0,955
new,newRenov,saburtalo,4,3,2,3,7,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,1,956
old,oldRenov,chugureti,2,1,1,4,5,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,956
old,oldRenov,chugureti,2,1,1,4,5,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,956
new,newRenov,saburtalo,2,1,1,3,5,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,956
new,newRenov,sololaki,6,5,3,6,6,8,15,0,1,1,1,1,1,1,1,1,1,0,1,1,1,958
old,newRenov,chugureti,3,2,1,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,958
new,newRenov,saburtalo,3,2,1,2,10,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,958
new,newRenov,didube,3,2,1,3,18,8,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,958
new,newRenov,didube,2,1,1,2,13,3,0,0,1,0,0,1,1,1,0,0,1,1,1,1,0,958
old,oldRenov,vake,3,2,1,1,6,0,0,0,0,1,1,1,1,1,0,0,1,0,1,1,1,958
new,newRenov,saburtalo,3,1,2,4,10,6,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,961
old,newRenov,nucubidze,3,2,1,14,16,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,962
new,white,vake,3,2,1,9,11,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,962
new,newRenov,saburtalo,2,1,1,19,24,3,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,962
old,oldRenov,vera,4,2,2,1,9,0,0,0,1,1,1,1,1,0,0,1,1,0,1,1,0,963
new,newRenov,nadzaladevi,2,1,1,7,10,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,963
new,newRenov,saburtalo,3,2,1,7,11,3,0,0,1,1,0,1,1,1,0,1,1,1,1,0,0,964
new,newRenov,saburtalo,3,2,1,11,16,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,965
old,newRenov,saburtalo,4,2,1,4,9,0,15,15,1,1,1,1,1,1,0,1,1,0,1,1,0,965
new,newRenov,saburtalo,4,3,2,3,8,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,966
old,newRenov,vera,3,2,1,1,2,0,0,0,1,1,0,1,1,1,0,1,0,0,1,1,0,967
old,newRenov,chugureti,3,2,1,2,2,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,968
old,oldRenov,vera,5,4,2,8,9,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,0,968
old,oldRenov,vaja,2,1,2,6,6,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,969
WIP,black,saburtalo,3,2,1,6,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,970
WIP,black,saburtalo,3,2,1,10,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,970
WIP,black,saburtalo,2,1,1,13,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,971
old,oldRenov,vake,3,0,2,1,5,0,0,0,1,1,0,1,1,1,0,1,0,0,1,1,0,971
new,newRenov,saburtalo,3,2,2,17,19,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,972
old,newRenov,vaja,1,1,1,4,5,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,972
new,oldRenov,saburtalo,6,4,3,2,8,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,973
old,newRenov,nucubidze,2,1,1,14,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,974
old,newRenov,saburtalo,4,2,1,5,5,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,975
old,newRenov,vake,3,2,1,9,9,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,1,976
old,newRenov,vake,3,2,1,9,9,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,1,976
new,newRenov,saburtalo,3,2,2,1,7,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,977
new,newRenov,saburtalo,2,1,1,4,5,2,0,0,1,1,0,1,1,1,0,1,1,0,1,1,1,978
new,newRenov,saburtalo,3,2,1,5,5,0,0,0,1,1,0,1,1,1,0,1,1,0,0,1,0,978
new,newRenov,saburtalo,2,1,1,7,9,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,980
new,newRenov,digmisMas,4,2,2,4,17,0,0,0,1,1,0,1,1,1,0,1,0,1,1,1,0,980
new,newRenov,saburtalo,2,1,1,5,10,0,0,0,1,1,0,1,1,1,0,1,1,0,0,1,1,981
new,newRenov,saburtalo,2,1,1,2,8,4,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,981
new,newRenov,saburtalo,3,2,1,15,16,17,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,984
old,newRenov,nucubidze,4,3,2,1,9,7,0,0,0,1,0,1,1,1,0,1,1,0,0,1,0,985
new,oldRenov,saburtalo,2,1,1,7,12,0,0,0,1,0,1,1,1,1,0,1,1,0,0,1,1,985
new,newRenov,vazisubani,3,2,2,6,10,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,986
new,newRenov,saburtalo,3,2,1,17,19,0,0,0,1,0,0,1,1,1,0,0,1,0,1,1,0,986
old,oldRenov,vera,3,2,1,3,4,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,986
old,oldRenov,chugureti,2,1,1,3,5,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,1,986
new,newRenov,saburtalo,3,2,1,3,6,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,986
new,newRenov,vake,5,3,3,7,8,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,1,987
new,oldRenov,saburtalo,1,1,1,7,10,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,988
new,newRenov,muxiani,2,1,1,15,17,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,988
old,newRenov,saburtalo,1,1,1,4,5,0,0,0,1,0,1,1,1,1,0,1,0,0,1,1,0,989
new,newRenov,saburtalo,3,1,2,5,11,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,1,989
new,newRenov,saburtalo,3,2,1,15,16,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,991
new,newRenov,vake,3,2,1,6,11,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,991
old,oldRenov,saburtalo,4,2,1,2,5,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,992
old,oldRenov,vake,3,2,1,5,5,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,992
new,newRenov,varketili,2,1,1,7,9,5,0,0,1,0,0,1,1,1,0,1,1,0,0,0,1,996
new,white,saburtalo,3,2,2,6,7,7,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,996
new,newRenov,digmisMas,4,3,2,6,17,0,0,0,1,0,0,1,1,1,0,1,1,1,0,1,1,997
new,newRenov,saburtalo,3,2,1,7,11,3,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,998
new,white,vake,4,3,2,4,6,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,998
new,newRenov,saburtalo,3,2,1,16,12,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,999
new,newRenov,saburtalo,3,2,1,12,15,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,1,1000
old,newRenov,nucubidze,2,1,1,14,16,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1000
new,white,saburtalo,3,2,1,9,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000
old,newRenov,digmisMas,1,1,3,3,5,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1000
old,oldRenov,chugureti,4,0,2,2,4,0,0,0,1,1,0,1,1,1,0,1,0,0,1,1,0,1000
new,newRenov,didDigomi,2,1,1,10,11,0,0,0,1,0,0,1,1,1,0,1,1,1,0,1,1,1000
old,oldRenov,saburtalo,2,1,1,2,9,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1000
new,newRenov,vake,2,1,1,3,4,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1000
new,newRenov,saburtalo,4,2,2,14,15,5,20,0,1,0,1,1,1,1,0,1,1,0,0,1,1,1000
new,newRenov,saburtalo,3,0,2,10,13,7,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1000
new,newRenov,saburtalo,3,2,1,7,14,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1000
new,newRenov,vake,3,2,1,1,10,60,60,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1000
new,newRenov,saburtalo,2,1,1,3,9,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,1,1000
new,newRenov,ortawala,3,2,1,1,4,6,0,0,1,1,0,1,1,1,0,1,1,0,0,1,1,1000
old,newRenov,didube,1,1,1,5,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1000
new,oldRenov,saburtalo,4,2,1,6,12,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1000
new,white,saburtalo,5,3,1,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000
old,oldRenov,sololaki,3,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000
WIP,white,saburtalo,1,0,1,18,23,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1000
new,newRenov,nucubidze,2,1,1,14,16,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1000
new,newRenov,digmisMas,2,1,1,2,4,8,0,0,1,0,0,1,1,1,0,1,1,0,0,1,1,1000
new,newRenov,ortawala,3,2,1,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000
new,newRenov,saburtalo,3,2,1,3,9,5,0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1000
old,newRenov,vaja,1,1,2,5,5,0,0,0,1,1,0,1,1,1,0,1,0,0,0,1,1,1000
new,white,vake,3,2,1,3,13,12,8,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1000
new,newRenov,digmisMas,4,2,2,9,10,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1000
old,oldRenov,saburtalo,1,1,2,2,8,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1000
new,oldRenov,vera,4,2,1,3,16,0,0,0,1,1,1,1,1,1,0,0,1,0,0,1,1,1000
new,newRenov,saburtalo,3,2,2,5,11,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1000
new,white,saburtalo,3,2,1,10,17,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1000
old,newRenov,chugureti,1,0,1,2,3,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1000
new,white,saburtalo,3,2,1,16,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000
new,newRenov,vake,3,1,1,7,9,7,0,0,1,0,0,1,1,1,0,1,1,0,1,0,1,1000
new,newRenov,digmisMas,3,2,1,3,11,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,1000
new,newRenov,saburtalo,2,1,1,3,9,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,1,1000
new,newRenov,saburtalo,6,4,2,7,10,0,0,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1000
old,newRenov,saburtalo,2,2,1,5,8,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1000
old,newRenov,vake,5,4,3,8,12,0,0,0,1,0,0,1,1,1,1,0,1,0,1,0,0,1000
new,newRenov,saburtalo,4,3,2,1,4,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1000
old,newRenov,saburtalo,3,2,1,7,8,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,1000
new,newRenov,vake,4,3,3,5,8,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1002
new,white,vake,3,2,2,3,6,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,1003
new,newRenov,saburtalo,2,1,1,10,10,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,1004
new,newRenov,digmisMas,4,3,2,6,9,11,0,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1005
new,white,vake,5,4,2,3,16,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1008
old,newRenov,saburtalo,1,0,1,6,8,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1008
new,newRenov,saburtalo,2,1,1,5,9,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1008
new,black,vake,4,0,1,7,9,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1008
new,newRenov,vake,5,3,3,1,3,12,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1009
new,white,saburtalo,2,1,1,7,9,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1012
new,white,saburtalo,2,1,1,7,9,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1012
new,newRenov,vake,4,2,2,9,12,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1015
new,newRenov,saburtalo,4,3,1,9,10,0,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1015
old,oldRenov,saburtalo,5,2,1,7,10,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1016
new,newRenov,saburtalo,3,2,2,3,8,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,1,1016
old,oldRenov,chugureti,2,1,1,3,3,0,0,0,1,0,0,1,1,1,0,1,0,0,1,1,1,1016
new,newRenov,didDigomi,3,2,1,7,21,0,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,1017
new,newRenov,saburtalo,2,1,1,6,11,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1018
new,newRenov,saburtalo,3,2,1,3,16,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1018
new,white,saburtalo,3,2,1,16,22,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1019
new,newRenov,saburtalo,2,1,1,7,14,0,0,0,1,0,1,1,1,1,0,1,1,1,0,1,0,1019
new,newRenov,vake,4,2,1,6,10,0,0,0,1,0,0,1,1,1,1,1,1,0,1,0,1,1019
old,oldRenov,saburtalo,4,3,2,5,9,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1020
new,newRenov,saburtalo,3,2,1,3,16,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1021
old,oldRenov,chugureti,1,0,1,2,2,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1023
old,oldRenov,chugureti,1,0,1,2,2,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,0,1023
new,newRenov,saburtalo,3,2,2,12,18,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,1,1024
new,newRenov,nucubidze,2,1,1,5,6,0,0,0,1,0,0,1,1,1,0,0,1,0,1,1,1,1024
new,newRenov,ortawala,3,2,1,4,10,4,0,0,1,1,0,1,1,1,0,1,0,0,0,1,1,1026
new,newRenov,didube,3,1,1,8,10,16,0,0,1,1,0,1,1,1,0,0,1,0,1,1,1,1027
new,newRenov,saburtalo,3,2,1,5,9,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,1,1027
old,newRenov,vera,6,4,2,3,3,0,0,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1027
new,newRenov,saburtalo,4,0,2,8,12,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1028
